12/06/2010,5.63E-01
13/06/2010,5.58E-01
14/06/2010,5.52E-01
15/06/2010,5.47E-01
16/06/2010,5.42E-01
17/06/2010,5.36E-01
18/06/2010,5.31E-01
19/06/2010,5.25E-01
20/06/2010,5.20E-01
21/06/2010,5.15E-01
22/06/2010,5.09E-01
23/06/2010,5.04E-01
24/06/2010,4.99E-01
25/06/2010,4.93E-01
26/06/2010,4.88E-01
27/06/2010,4.82E-01
28/06/2010,4.77E-01
29/06/2010,4.72E-01
30/06/2010,4.66E-01
01/07/2010,4.61E-01
02/07/2010,4.56E-01
03/07/2010,4.50E-01
04/07/2010,4.45E-01
05/07/2010,4.39E-01
06/07/2010,4.34E-01
07/07/2010,4.29E-01
08/07/2010,4.23E-01
09/07/2010,4.18E-01
10/07/2010,4.13E-01
11/07/2010,4.07E-01
12/07/2010,4.02E-01
13/07/2010,3.97E-01
14/07/2010,3.91E-01
15/07/2010,3.86E-01
16/07/2010,3.80E-01
17/07/2010,3.75E-01
18/07/2010,3.70E-01
19/07/2010,3.64E-01
20/07/2010,3.59E-01
21/07/2010,3.54E-01
22/07/2010,3.48E-01
23/07/2010,3.43E-01
24/07/2010,3.37E-01
25/07/2010,3.32E-01
26/07/2010,3.27E-01
27/07/2010,3.21E-01
28/07/2010,3.16E-01
29/07/2010,3.11E-01
30/07/2010,3.05E-01
31/07/2010,3.00E-01
01/08/2010,2.94E-01
02/08/2010,2.89E-01
03/08/2010,2.84E-01
04/08/2010,2.78E-01
05/08/2010,2.73E-01
06/08/2010,2.74E-01
07/08/2010,2.75E-01
08/08/2010,2.76E-01
09/08/2010,2.77E-01
10/08/2010,2.78E-01
11/08/2010,2.79E-01
12/08/2010,2.79E-01
13/08/2010,2.80E-01
14/08/2010,2.81E-01
15/08/2010,2.82E-01
16/08/2010,2.83E-01
17/08/2010,2.84E-01
18/08/2010,2.85E-01
19/08/2010,2.86E-01
20/08/2010,2.87E-01
21/08/2010,2.88E-01
22/08/2010,2.89E-01
23/08/2010,2.90E-01
24/08/2010,2.91E-01
25/08/2010,2.91E-01
26/08/2010,2.92E-01
27/08/2010,2.93E-01
28/08/2010,2.94E-01
29/08/2010,2.95E-01
30/08/2010,2.96E-01
31/08/2010,2.97E-01
01/09/2010,2.98E-01
02/09/2010,2.99E-01
03/09/2010,3.00E-01
04/09/2010,3.01E-01
05/09/2010,3.02E-01
06/09/2010,3.03E-01
07/09/2010,3.03E-01
08/09/2010,3.04E-01
09/09/2010,3.05E-01
10/09/2010,3.06E-01
11/09/2010,3.07E-01
12/09/2010,3.08E-01
13/09/2010,3.09E-01
14/09/2010,3.10E-01
15/09/2010,3.11E-01
16/09/2010,3.12E-01
17/09/2010,3.13E-01
18/09/2010,3.14E-01
19/09/2010,3.15E-01
20/09/2010,3.13E-01
21/09/2010,3.12E-01
22/09/2010,3.11E-01
23/09/2010,3.10E-01
24/09/2010,3.09E-01
25/09/2010,3.08E-01
26/09/2010,3.07E-01
27/09/2010,3.06E-01
28/09/2010,3.04E-01
29/09/2010,3.03E-01
30/09/2010,3.02E-01
01/10/2010,3.01E-01
02/10/2010,3.00E-01
03/10/2010,2.99E-01
04/10/2010,2.98E-01
05/10/2010,2.97E-01
06/10/2010,2.95E-01
07/10/2010,2.94E-01
08/10/2010,2.93E-01
09/10/2010,2.92E-01
10/10/2010,2.92E-01
11/10/2010,2.92E-01
12/10/2010,2.92E-01
13/10/2010,2.92E-01
14/10/2010,2.92E-01
15/10/2010,2.92E-01
16/10/2010,2.92E-01
17/10/2010,2.92E-01
18/10/2010,2.92E-01
19/10/2010,2.92E-01
20/10/2010,2.92E-01
21/10/2010,2.92E-01
22/10/2010,2.92E-01
23/10/2010,2.92E-01
24/10/2010,2.92E-01
25/10/2010,2.92E-01
26/10/2010,2.92E-01
27/10/2010,2.92E-01
28/10/2010,2.92E-01
29/10/2010,2.92E-01
30/10/2010,2.92E-01
31/10/2010,2.92E-01
01/11/2010,2.92E-01
02/11/2010,2.92E-01
03/11/2010,2.92E-01
04/11/2010,2.92E-01
05/11/2010,2.92E-01
06/11/2010,2.92E-01
07/11/2010,2.92E-01
08/11/2010,2.92E-01
09/11/2010,2.92E-01
10/11/2010,2.92E-01
11/11/2010,2.92E-01
12/11/2010,2.92E-01
13/11/2010,2.92E-01
14/11/2010,2.92E-01
15/11/2010,2.92E-01
16/11/2010,2.92E-01
17/11/2010,2.92E-01
18/11/2010,2.92E-01
19/11/2010,2.93E-01
20/11/2010,2.81E-01
21/11/2010,2.69E-01
22/11/2010,2.57E-01
23/11/2010,2.45E-01
24/11/2010,2.33E-01
25/11/2010,2.21E-01
26/11/2010,2.09E-01
27/11/2010,1.97E-01
28/11/2010,1.85E-01
29/11/2010,1.73E-01
30/11/2010,1.61E-01
01/12/2010,1.49E-01
02/12/2010,1.37E-01
03/12/2010,1.25E-01
04/12/2010,1.13E-01
05/12/2010,1.18E-01
06/12/2010,1.23E-01
07/12/2010,1.28E-01
08/12/2010,1.34E-01
09/12/2010,1.39E-01
10/12/2010,1.44E-01
11/12/2010,1.49E-01
12/12/2010,1.54E-01
13/12/2010,1.59E-01
14/12/2010,1.64E-01
15/12/2010,1.69E-01
16/12/2010,1.75E-01
17/12/2010,1.80E-01
18/12/2010,1.85E-01
19/12/2010,1.90E-01
20/12/2010,1.95E-01
21/12/2010,2.00E-01
22/12/2010,2.05E-01
23/12/2010,2.10E-01
24/12/2010,2.16E-01
25/12/2010,2.21E-01
26/12/2010,2.26E-01
27/12/2010,2.31E-01
28/12/2010,2.36E-01
29/12/2010,2.41E-01
30/12/2010,2.46E-01
31/12/2010,2.51E-01
01/01/2011,2.57E-01
02/01/2011,2.62E-01
03/01/2011,2.67E-01
04/01/2011,2.72E-01
05/01/2011,2.77E-01
06/01/2011,2.82E-01
07/01/2011,2.87E-01
08/01/2011,2.92E-01
09/01/2011,2.98E-01
10/01/2011,3.03E-01
11/01/2011,3.08E-01
12/01/2011,3.13E-01
13/01/2011,3.07E-01
14/01/2011,3.01E-01
15/01/2011,2.95E-01
16/01/2011,2.89E-01
17/01/2011,2.83E-01
18/01/2011,2.77E-01
19/01/2011,2.70E-01
20/01/2011,2.64E-01
21/01/2011,2.58E-01
22/01/2011,2.52E-01
23/01/2011,2.46E-01
24/01/2011,2.40E-01
25/01/2011,2.34E-01
26/01/2011,2.28E-01
27/01/2011,2.22E-01
28/01/2011,2.16E-01
29/01/2011,2.10E-01
30/01/2011,2.04E-01
31/01/2011,1.97E-01
01/02/2011,1.91E-01
02/02/2011,1.85E-01
03/02/2011,1.79E-01
04/02/2011,1.73E-01
05/02/2011,1.67E-01
06/02/2011,2.91E-01
07/02/2011,2.91E-01
08/02/2011,2.91E-01
09/02/2011,2.91E-01
10/02/2011,2.91E-01
11/02/2011,2.91E-01
